MATERIAL DESCRIPTION,COMPONENT DESCRIPTION,COLORCODE,FAMILY_ARTICLES,ART_TYPE,G_SF,Setup
CAC-W ALINE K TT HP 09/11 TR1 (13228) PC,FR PIN TBH PB X ARTICLE,13228,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (13241) PC,FR PIN TBH PB X ARTICLE,13241,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (13338) PC,FR PIN TBH PB X ARTICLE,13338,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (17028) PC,FR PIN TBH PB X ARTICLE,17028,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (17029) PC,FR PIN TBH PB X ARTICLE,17029,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (17039) PC,FR PIN TBH PB X ARTICLE,17039,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (17040) PC,FR PIN TBH PB X ARTICLE,17040,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (17042) PC,FR PIN TBH PB X ARTICLE,17042,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (17051) PC,FR PIN TBH PB X ARTICLE,17051,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (2214) PC,FR PIN TBH PB X ARTICLE,2214,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (2223) PC,FR PIN TBH PB X ARTICLE,2223,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (2319) PC,FR PIN TBH PB X ARTICLE,2319,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (2330) PC,FR PIN TBH COB CC ALINE K TT HP 2330,2330,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (2338) PC,FR PIN TBH COB KE ALINE K TT HP 2338,2338,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (3714) PC,FR PIN TBH PB X ARTICLE,3714,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (3719) PC,FR PIN TBH COB CC ALINE K TT HP 3719,3719,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (7144) PC,FR PIN TBH COB CC ALINE K TT HP 7144,7144,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (7159) PC,FR PIN TBH PB X ARTICLE,7159,ALINE,TOP,4,
CAC-W ALINE K TT HP 09/11 TR1 (7835) PC,FR PIN TBH FS F212,7835,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (7846) PC,FR PIN TBH FS F212,7846,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (7847) PC,FR PIN TBH FS F212,7847,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (7852) PC,FR PIN TBH FS F212,7852,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (8376) PC,FR PIN TBH COB CC ALINE K TT HP 8376,8376,ALINE,TOP,,
CAC-W ALINE K TT HP 09/11 TR1 (8887) PC,FR PIN TBH PB X ARTICLE,8887,ALINE,TOP,4,
CAC-W ALINE K TT TS 09/11 TR (13241) PC,FR PIN TBH COB BC ALINE K TT TS 13241,13241,ALINE,SPLIT,,
CAC-W ALINE K TT TS 09/11 TR (3710) PC,FR PIN TBH EMU DK COL,3710,ALINE,SPLIT,4,10
CAC-W ALINE K TT TS 09/11 TR (4390) PC,FR PIN TBH FS F212,4390,ALINE,SPLIT,,
CAC-W ALINE K TT TSF 09/11 TR (13291) PC,FR PIN TBH FS F212,13291,ALINE,SPLIT,,
CAC-W ALINE K TT TSF 09/11 TR (17082),FR PIN TBH FS F212,17082,ALINE,SPLIT,,
CAC-W ALINE K TT TSF 09/11 TR (2781) PC,FR PIN TBH FS F212,2781,ALINE,SPLIT,,
CAC-W ALINE K TT TSF 09/11 TR (5728) PC,FR PIN TBH COB BC ALINE K TT SP 5728,5728,ALINE,SPLIT,,
CAC-W ALINE K TT TSF 12/14 TR (13306) PC,FR PIN TBH FS F212,13306,ALINE,SPLIT,,
CAC-W ALINE K TT TSF 12/14 TR (7158),FR PIN TBH COB BC ALINE K TT TS 7158,7158,ALINE,SPLIT,,
CAC-W ALINE TT 09/11 TR1 (6074) PC,FR PIN TBH PB X ARTICLE,6074,ALINE,TOP,4,
CAC-W ALINE US K TT 09/11 TR1 (7158) PC,FR PIN TBH PB X ARTICLE,7158,ALINE,TOP,4,
CAC-W ALINE US K TT 09/11 TR1 (7159) PC,FR PIN TBH COB CC ALINE K TT 7159,7159,ALINE,TOP,,
CAC-W ALINE US K TT 09/11 TR1 (7163),FR PIN TBH PB X ARTICLE,7163,ALINE,TOP,4,
CAC-W ALINE US K TT 09/11 TR1 (8175) PC,FR PIN TBH PB X ARTICLE,8175,ALINE,TOP,4,
CAC-W ALINE US K TT 09/11 TR1 (9178) PC,FR PIN TBH PB X ARTICLE,9178,ALINE,TOP,4,
CAC-W ALPINE 09/11 TR (12052) PC,FR PIN TBH PB X ARTICLE,12052,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (12056) PC,FR PIN TBH PB X ARTICLE,12056,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (12062) PC,FR PIN TBH PB X ARTICLE,12062,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (12072) PC,FR PIN TBH PB X ARTICLE,12072,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (1240) PC,FR PIN TBH PB X ARTICLE,1240,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (13356) PC,FR PIN TBH PB X ARTICLE,13356,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (2263) PC,FR PIN TBH PB X ARTICLE,2263,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (2290) PC,FR PIN TBH PB X ARTICLE,2290,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (3777) PC,FR PIN TBH PB X ARTICLE,3777,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (4244) PC,FR PIN TBH PB X ARTICLE,4244,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (5033) PC,FR PIN TBH PB X ARTICLE,5033,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (5337) PC,FR PIN TBH PB X ARTICLE,5337,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (7145) PC,FR PIN TBH COB PB ALPINE 7145,7145,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR (7146) PC,FR PIN TBH EMU LIG COL,7146,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR1 (1244) PC,FR PIN TBH PB X ARTICLE,1244,ALPINE,TOP,,
CAC-W ALPINE 09/11 TR1 (5009) PC,FR PIN TBH PB X ARTICLE,5009,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (12010),FR PIN TBH PB X ARTICLE,12010,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (12054) PC,FR PIN TBH PB X ARTICLE,12054,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (1241),FR PIN TBH PB X ARTICLE,1241,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (1252) PC,FR PIN TBH PB X ARTICLE,1252,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (1270) PC,FR PIN TBH PB X ARTICLE,1270,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13049) PC,FR PIN TBH PB X ARTICLE,13049,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13054) PC,FR PIN TBH PB X ARTICLE,13054,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13185) PC,FR PIN TBH PB X ARTICLE,13185,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13188) PC,FR PIN TBH PB X ARTICLE,13188,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13225) PC,FR PIN TBH PB X ARTICLE,13225,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13233) PC,FR PIN TBH PB X ARTICLE,13233,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13235) PC,FR PIN TBH PB X ARTICLE,13235,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13297) PC,FR PIN TBH PB X ARTICLE,13297,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (13357) PC,FR PIN TBH PB X ARTICLE,13357,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (1353) PC,FR PIN TBH PB X ARTICLE,1353,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (1387) PC,FR PIN TBH PB X ARTICLE,1387,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (17024) PC,FR PIN TBH PB X ARTICLE,17024,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (17034) PC,FR PIN TBH PB X ARTICLE,17034,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (2278) PC,FR PIN TBH PB X ARTICLE,2278,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (2311) PC,FR PIN TBH FS F212,2311,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (2328) PC,FR PIN TBH PB X ARTICLE,2328,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (2375) PC,FR PIN TBH PB X ARTICLE,2375,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (2799) PC,FR PIN TBH PB X ARTICLE,2799,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (3310) PC,FR PIN TBH PB X ARTICLE,3310,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (3707) PC,FR PIN TBH PB X ARTICLE,3707,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (3779) PC,FR PIN TBH PB X ARTICLE,3779,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (3782) PC,FR PIN TBH PB X ARTICLE,3782,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (4284) PC,FR PIN TBH PB X ARTICLE,4284,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (5010) PC,FR PIN TBH PB X ARTICLE,5010,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (5061) PC,FR PIN TBH PB X ARTICLE,5061,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (5367) PC,FR PIN TBH PB X ARTICLE,5367,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (5764) PC,FR PIN TBH PB X ARTICLE,5764,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (5782) PC,FR PIN TBH PB X ARTICLE,5782,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (5786) PC,FR PIN TBH PB X ARTICLE,5786,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (5787) PC,FR PIN TBH PB X ARTICLE,5787,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (6033) PC,FR PIN TBH PB X ARTICLE,6033,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (6371) PC,FR PIN TBH PB X ARTICLE,6371,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (7033) PC,FR PIN TBH PB X ARTICLE,7033,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (7091) PC,FR PIN TBH PB X ARTICLE,7091,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (7377) PC,FR PIN TBH PB X ARTICLE,7377,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (7843),FR PIN TBH PB X ARTICLE,7843,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (8331) PC,FR PIN TBH PB X ARTICLE,8331,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (8335) PC,FR PIN TBH PB X ARTICLE,8335,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (8510) PC,FR PIN TBH PB X ARTICLE,8510,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (8868) PC,FR PIN TBH PB X ARTICLE,8868,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR (8870) PC,FR PIN TBH PB X ARTICLE,8870,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR1 (1365) PC,FR PIN TBH PB X ARTICLE,1365,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR1 (2323) PC,FR PIN TBH PB X ARTICLE,2323,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR1 (2327) PC,FR PIN TBH FS F212,2327,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR1 (3711) PC,FR PIN TBH FS F212,3711,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR1 (5335) PC,FR PIN TBH PB X ARTICLE,5335,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR1 (6390) PC,FR PIN TBH PB X ARTICLE,6390,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR1 (7062) PC,FR PIN TBH PB X ARTICLE,7062,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR1 (9390) PC,FR PIN TBH PB X ARTICLE,9390,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR2 (2222) PC,FR PIN TBH PB X ARTICLE,2222,ALPINE,TOP,,
CAC-W ALPINE K TT 09/11 TR2 (4251) PC,FR PIN TBH PB X ARTICLE,4251,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (13060) PC,FR PIN TBH PB X ARTICLE,13060,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (13078) PC,FR PIN TBH PB X ARTICLE,13078,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (17116) PC,FR PIN TBH PB X ARTICLE,17116,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (2766) PC,FR PIN TBH PB X ARTICLE,2766,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (2787) PC,FR PIN TBH PB X ARTICLE,2787,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (4723) PC,FR PIN TBH PB X ARTICLE,4723,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (5395) PC,FR PIN TBH PB X ARTICLE,5395,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (6045) PC,FR PIN TBH PB X ARTICLE,6045,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (7024) PC,FR PIN TBH TA ALPINE K TT,7024,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR (7662) PC,FR PIN TBH PB X ARTICLE,7662,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR2 (5723) PC,FR PIN TBH PB X ARTICLE,5723,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR2 (6625) PC,FR PIN TBH PB X ARTICLE,6625,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR2 (7024) PC,FR PIN TBH PB X ARTICLE,7024,ALPINE,TOP,,
CAC-W ALPINE TT 09/11 TR2 (7626) PC,FR PIN TBH PB X ARTICLE,7626,ALPINE,TOP,,
CAC-W ANGKOR 09/11 TR (3761) PC,FR PIN TBH PB X ARTICLE,3761,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR (6772) PC,FR PIN TBH PB X ARTICLE,6772,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR (7081) PC,FR PIN TBH FS F212,7081,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR (7141) PC,FR PIN TBH COB PB ANGKOR 7141,7141,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (1316) PC,FR PIN TBH PB X ARTICLE,1316,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (4759) PC,FR PIN TBH PB X ARTICLE,4759,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (4760) PC,FR PIN TBH PB X ARTICLE,4760,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (4761) PC,FR PIN TBH PB X ARTICLE,4761,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (4762) PC,FR PIN TBH EMU TOPCELL,4762,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (4763) PC,FR PIN TBH PB X ARTICLE,4763,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (5798) PC,FR PIN TBH PB X ARTICLE,5798,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (6689) PC,FR PIN TBH PB X ARTICLE,6689,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (7081) PC,FR PIN TBH PB X ARTICLE,7081,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (7823) PC,FR PIN TBH PB X ARTICLE,7823,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (8570) PC,FR PIN TBH FS F212,8570,ANGKOR,TOP,,
CAC-W ANGKOR 09/11 TR1 (9469) PC,FR PIN TBH PB X ARTICLE,9469,ANGKOR,TOP,,
CAC-W ANGKOR K TT 09/11 TR (7888) PC,FR PIN TBH FS F212,7888,ANGKOR,TOP,,
CAC-W ANGKOR K TT 09/11 TR1 (2771) PC,FR PIN TBH FS F212,2771,ANGKOR,TOP,,
CAC-W ANGKOR TS 09/11 TR (7141) PC,FR PIN TBH COB BC ANGKOR TS 7141,7141,ANGKOR,SPLIT,,
CAC-W ANGKOR TT 09/11 TR (2754) PC,FR PIN TBH FS F212,2754,ANGKOR,TOP,,
CAC-W ANGKOR TT 09/11 TR1 (4719) PC,FR PIN TBH FS F212,4719,ANGKOR,TOP,,
CAC-W ANKUR K TT 12/14 TR1 (12079) PC,FR PIN TBH COB PB ANKUR K TT 12079,12079,ANKUR,TOP,,
CAC-W ANKUR K TT 12/14 TR1 (17136) PC,FR PIN TBH COB PB ANKUR K TT 17136,17136,ANKUR,TOP,,
CAC-W ANKUR K TT 14/16 TR1 (1226) PC,FR PIN TBH FS C3H8O,1226,ANKUR,TOP,,
CAC-W ANKUR K TT 14/16 TR1 (13001) PC,FR PIN TBH FS C3H8O,13001,ANKUR,TOP,,
CAC-W ANKUR K TT 14/16 TR1 (2734) PC,FR PIN TBH FS C3H8O,2734,ANKUR,TOP,,
CAC-W ANKUR K TT 14/16 TR1 (2735) PC,FR PIN TBH FS C3H8O,2735,ANKUR,TOP,,
CAC-W ANKUR K TT 14/16 TR1 (6614) PC,FR PIN TBH FS C3H8O,6614,ANKUR,TOP,,
CAC-W ANKUR K TT 14/16 TR1 (9312) PC,FR PIN TBH FS C3H8O,9312,ANKUR,TOP,,
CAC-W ANNECY K TT 09/11 TR1 (13016) PC,FR PIN TBH COB PB CADENZA K TT,13016,ANNECY,TOP,,
CAC-W APOLO K TT 09/11 TR1 (3270) PC,FR PIN TBH COB BC APOLO K TT 3270,3270,APOLO,TOP,,
CAC-W ARTIC 12/14 TR1 (13181) PC,FR PIN TBH FS F212,13181,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (17005) PC,FR PIN TBH FS F212,17005,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (2267) PC,FR PIN TBH PB X ARTICLE,2267,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (4211),FR PIN TBH PB X ARTICLE,4211,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (4212),FR PIN TBH PB X ARTICLE,4212,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (4213),FR PIN TBH PB X ARTICLE,4213,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (5315) PC,FR PIN TBH FS F212,5315,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (5718) PC,FR PIN TBH FS F212,5718,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (7095) PC,FR PIN TBH FS F212,7095,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (8109),FR PIN TBH PB X ARTICLE,8109,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (8407) PC,FR PIN TBH PB X ARTICLE,8407,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (9425),FR PIN TBH PB X ARTICLE,9425,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (9427) PC,FR PIN TBH PB X ARTICLE,9427,ARTIC,TOP,,
CAC-W ARTIC 12/14 TR1 (9744),FR PIN TBH FS F212,9744,ARTIC,TOP,,
CAC-W ARUBA 09/11 TR1 (7022) PC,FR PIN TBH COB BC ARUBA 7022,7022,ARUBA,TOP,,
CAC-W ASPEN 09/11 TR1 (2208) PC,FR PIN TBH COB PB CADENZA K TT,2208,ASPEN,TOP,,
CAC-W ASPEN 09/11 TR1 (4361) PC,FR PIN TBH COB PB CADENZA K TT,4361,ASPEN,TOP,,
CAC-W ATENAS 13/15 TR1 (7298),FR PIN TBH PB X ARTICLE,7298,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (7753),FR PIN TBH PB X ARTICLE,7753,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (8030),FR PIN TBH PB X ARTICLE,8030,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (8653),FR PIN TBH PB X ARTICLE,8653,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (8670),FR PIN TBH PB X ARTICLE,8670,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (8691),FR PIN TBH PB X ARTICLE,8691,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (9445),FR PIN TBH PB X ARTICLE,9445,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (9448),FR PIN TBH PB X ARTICLE,9448,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (9871),FR PIN TBH PB X ARTICLE,9871,ATENAS,TOP,,
CAC-W ATENAS 13/15 TR1 (9873),FR PIN TBH PB X ARTICLE,9873,ATENAS,TOP,,
CAC-W ATLANTA 09/11 TR1 (1246) PC,FR PIN TBH PB X ARTICLE,1246,ATLANTA,TOP,,
CAC-W ATLANTA 09/11 TR1 (2775) PC,FR PIN TBH PB X ARTICLE,2775,ATLANTA,TOP,,
CAC-W ATLANTA K TT 09/11 TR1 (7398),FR PIN TBH PB X ARTICLE,7398,ATLANTA,TOP,,
CAC-W AZORES K TT 12/14 TR1 (17032) PC,FR PIN TBH FS C3H8O,17032,AZORES,TOP,,
CAC-W AZORES TT 12/14 TR1 (13177),FR PIN TBH FS C3H8O,13177,AZORES,TOP,,
CAC-W BALI [PC] 09/11 TR (6833) PC,FR PIN TBH PB X ARTICLE,6833,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (12017) PC,FR PIN TBH PB X ARTICLE,12017,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (12034) PC,FR PIN TBH PB X ARTICLE,12034,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (12041) PC,FR PIN TBH PB X ARTICLE,12041,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1208) PC,FR PIN TBH PB X ARTICLE,1208,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1256) PC,FR PIN TBH PB X ARTICLE,1256,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1260) PC,FR PIN TBH PB X ARTICLE,1260,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1262) PC,FR PIN TBH PB X ARTICLE,1262,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1267) PC,FR PIN TBH PB X ARTICLE,1267,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1276) PC,FR PIN TBH PB X ARTICLE,1276,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1278) PC,FR PIN TBH PB X ARTICLE,1278,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1298) PC,FR PIN TBH PB X ARTICLE,1298,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (13037) PC,FR PIN TBH PB X ARTICLE,13037,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (13135) PC,FR PIN TBH PB X ARTICLE,13135,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (13136) PC,FR PIN TBH PB X ARTICLE,13136,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (13165) PC,FR PIN TBH PB X ARTICLE,13165,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (13332) PC,FR PIN TBH PB X ARTICLE,13332,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (13364) PC,FR PIN TBH PB X ARTICLE,13364,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1343) PC,FR PIN TBH PB X ARTICLE,1343,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (13478) PC,FR PIN TBH PB X ARTICLE,13478,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (1375) PC,FR PIN TBH PB X ARTICLE,1375,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (17087) PC,FR PIN TBH COB CC BALI  17087,17087,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (17134) PC,FR PIN TBH PB X ARTICLE,17134,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (2237) PC,FR PIN TBH PB X ARTICLE,2237,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (2255) PC,FR PIN TBH PB X ARTICLE,2255,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (2258) PC,FR PIN TBH PB X ARTICLE,2258,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (2270) PC,FR PIN TBH PB X ARTICLE,2270,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (2317) PC,FR PIN TBH PB X ARTICLE,2317,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (2740) PC,FR PIN TBH PB X ARTICLE,2740,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (2753) PC,FR PIN TBH PB X ARTICLE,2753,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (2764) PC,FR PIN TBH PB X ARTICLE,2764,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (3379) PC,FR PIN TBH PB X ARTICLE,3379,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (3701) PC,FR PIN TBH PB X ARTICLE,3701,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (3715) PC,FR PIN TBH PB X ARTICLE,3715,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4226) PC,FR PIN TBH PB X ARTICLE,4226,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4237) PC,FR PIN TBH PB X ARTICLE,4237,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4286) PC,FR PIN TBH PB X ARTICLE,4286,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4303) PC,FR PIN TBH PB X ARTICLE,4303,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4745) PC,FR PIN TBH PB X ARTICLE,4745,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4747) PC,FR PIN TBH PB X ARTICLE,4747,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4748) PC,FR PIN TBH PB X ARTICLE,4748,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4750) PC,FR PIN TBH PB X ARTICLE,4750,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4764) PC,FR PIN TBH PB X ARTICLE,4764,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4780) PC,FR PIN TBH PB X ARTICLE,4780,BALI,TOP,,
CAC-W BALI [PC] 09/11 TR1 (4794) PC,FR PIN TBH PB X ARTICLE,4794,BALI,TOP,,
